	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	date	likes	retweets	text	filtered_text	polarity	subjectivity
162	162	162	162	162	162	162	162	162	162	Tue Apr 10 20:02:57 +0000 2018	0	0	RT @diario24horas: Ricardo Montaner y la organización Human Rights Watch lanzaron  una campaña de solidaridad por Venezuela, sumida en una…	diario24horas ricardo montaner y la organización human rights watch lanzaron una campaña de solidaridad por venezuela sumida en una	0.0	0.1
163	163	163	163	163	163	163	163	163	163	Tue Apr 10 20:02:57 +0000 2018	0	0	RT @Centaur1207: @CoolKrista @nowthisnews For SF LGVT Liberals who DEMANDED equal rights &amp; their voices to be finally heard—-you sure are q…	centaur1207 coolkrista nowthisnews for sf lgvt liberals who demanded equal right amp their voice to be finally heardyou sure be q	0.19642857142857142	0.6686507936507936
164	164	164	164	164	164	164	164	164	164	Tue Apr 10 20:02:57 +0000 2018	0	0	RT @WBEplantlady: Here is guy who wants to violate your constitutional rights past.  The wrong person is on trial.  Once he steals your und…	wbeplantlady here be guy who want to violate your constitutional right past the wrong person be on trial once he steal your und	-0.15476190476190477	0.5619047619047619
165	165	165	165	165	165	165	165	165	165	Tue Apr 10 20:02:57 +0000 2018	0	0	RT @teamtrace: A Christian group in North Carolina has erected a billboard on an interstate highway warning that gun worship is a violation…	teamtrace a christian group in north carolina have erect a billboard on an interstate highway warn that gun worship be a violation	0.0	0.0
166	166	166	166	166	166	166	166	166	166	Tue Apr 10 20:02:57 +0000 2018	0	0	"RT @The_UnSilent_: Dear Conservatives

You elected a demagogue, because you’re afraid. Afraid of gay people, afraid of black &amp; brown people…"	the_unsilent_ dear conservativesyou elect a demagogue because youre afraid afraid of gay people afraid of black amp brown people	-0.12499999999999999	0.7694444444444445
167	167	167	167	167	167	167	167	167	167	Tue Apr 10 20:02:58 +0000 2018	0	0	"RT @The_UnSilent_: Dear Conservatives

You elected a demagogue, because you’re afraid. Afraid of gay people, afraid of black &amp; brown people…"	the_unsilent_ dear conservativesyou elect a demagogue because youre afraid afraid of gay people afraid of black amp brown people	-0.12499999999999999	0.7694444444444445
168	168	168	168	168	168	168	168	168	168	Tue Apr 10 20:02:59 +0000 2018	0	0	RT @Scott_Maxwell: And let's also be clear: The root of these laws - which are meant to deny voting rights - stems back to the 1800s when w…	scott_maxwell and let also be clear the root of these laws which be mean to deny vote right stem back to the 1800s when w	0.018303571428571433	0.4016369047619047
169	169	169	169	169	169	169	169	169	169	Tue Apr 10 20:02:59 +0000 2018	0	0	RT @AMErikaNGIRLBOT: Let’s talk About Hate &amp; How The Left wants us Defenseless ! RT if You agree Our Rights will NOT BE RESTRICTED! @realDo…	amerikangirlbot lets talk about hate amp how the left want us defenseless rt if you agree our rights will not be restricted realdo	-0.4000000000000001	0.5666666666666668
170	170	170	170	170	170	170	170	170	170	Tue Apr 10 20:02:59 +0000 2018	0	0	RT @JosimarFotball: State-owned Qatar Airways is a FIFA partner, sponsor of the World Cup in Russia and Bayern Munich. Josimar can reveal t…	josimarfotball stateowned qatar airways be a fifa partner sponsor of the world cup in russia and bayern munich josimar can reveal t	0.0	0.0
171	171	171	171	171	171	171	171	171	171	Tue Apr 10 20:02:59 +0000 2018	0	0	RT @akashbanerjee: This is indeed a rare moment in politics ... all the big guns like @narendramodi &amp; @RahulGandhi are playing 'fast' polit…	akashbanerjee this be indeed a rare moment in politics all the big gun like narendramodi amp rahulgandhi be play fast polit	0.16666666666666666	0.5333333333333333
172	172	172	172	172	172	172	172	172	172	Tue Apr 10 20:02:59 +0000 2018	0	0	RT @wvufanagent99: Shoot Straight Gun Shop is sponsoring bus rides to the National Stand For Your Rights Event being held in Tallahassee th…	wvufanagent99 shoot straight gun shop be sponsor bus rid to the national stand for your rights event be hold in tallahassee th	0.2	0.4
173	173	173	173	173	173	173	173	173	173	Tue Apr 10 20:03:00 +0000 2018	0	0	Guns exist American niggas LETS PUT JustZik bout to all talking about times we've been set up me a goofy GOOBER GANG	guns exist american niggas lets put justzik bout to all talk about time weve be set up me a goofy goober gang	0.25	0.5
174	174	174	174	174	174	174	174	174	174	Tue Apr 10 20:03:00 +0000 2018	0	0	RT @MichelleDuster: People who enjoy the right to vote and civil rights need to be aware that my great-grandmother #Idabwells spent her lif…	michelleduster people who enjoy the right to vote and civil right need to be aware that my greatgrandmother idabwells spend her lif	0.3053571428571429	0.4553571428571428
175	175	175	175	175	175	175	175	175	175	Tue Apr 10 20:03:00 +0000 2018	0	0	RT @NewAmericanMag: Americans are nearly unanimous about the need to reduce #MassShootings, but not about needing more #GunControl. |https:…	newamericanmag americans be nearly unanimous about the need to reduce massshootings but not about need more guncontrol https	0.3	0.45
176	176	176	176	176	176	176	176	176	176	Tue Apr 10 20:03:00 +0000 2018	0	0	"Bydeler terroriseres av kriminelle. ""Kriminelle ungdomsgjenger sprer skrekk i byen"", lyder dagens overskrift i https://t.co/ev4LnMx42p"	bydeler terroriseres av kriminelle kriminelle ungdomsgjenger sprer skrekk i byen lyder dagens overskrift i	0.0	0.0
177	177	177	177	177	177	177	177	177	177	Tue Apr 10 20:03:00 +0000 2018	0	0	"RT @The_UnSilent_: Dear Conservatives

You elected a demagogue, because you’re afraid. Afraid of gay people, afraid of black &amp; brown people…"	the_unsilent_ dear conservativesyou elect a demagogue because youre afraid afraid of gay people afraid of black amp brown people	-0.12499999999999999	0.7694444444444445
178	178	178	178	178	178	178	178	178	178	Tue Apr 10 20:03:00 +0000 2018	0	0	📺 Ricardo Montaner hablará en @LaTardeNTN24 sobre la campaña de solidaridad por Venezuela que realizará con Human R… https://t.co/rQHhLGAwqP	ricardo montaner hablará en latardentn24 sobre la campaña de solidaridad por venezuela que realizará con human r	0.0	0.1
179	179	179	179	179	179	179	179	179	179	Tue Apr 10 20:03:00 +0000 2018	0	0	White Sacramento man regrets call that led to Stephon Clark's death: 'They shot an innocent person' @alternet https://t.co/kgwQJt77tb	white sacramento man regret call that lead to stephon clarks death they shoot an innocent person alternet	0.25	0.35
180	180	180	180	180	180	180	180	180	180	Tue Apr 10 20:03:01 +0000 2018	0	0	@notCursedE @kitty_Kaiti @Toxic_Fem Wait weren't we being told 5 minutes ago that representation matters? Gun contr… https://t.co/5w54FSAncp	notcursede kitty_kaiti toxic_fem wait werent we be tell 5 minutes ago that representation matter gun contr	0.0	0.0
181	181	181	181	181	181	181	181	181	181	Tue Apr 10 20:03:01 +0000 2018	0	0	RT @AndreaHorwath: The Liberals have consistently interfered with collective bargaining rights and they're at it again. The budget interfer…	andreahorwath the liberals have consistently interfere with collective bargain right and theyre at it again the budget interfer	0.26785714285714285	0.39285714285714285
182	182	182	182	182	182	182	182	182	182	Tue Apr 10 20:03:01 +0000 2018	0	0	"RT @Real_PeachyKeen: It's the domino effect in the UK. Absence of guns leads to massive knife violence.

Their answer?

Run a campaign feat…"	real_peachykeen its the domino effect in the uk absence of gun lead to massive knife violencetheir answerrun a campaign feat	-0.00625	0.5
183	183	183	183	183	183	183	183	183	183	Tue Apr 10 20:03:01 +0000 2018	0	0	"RT @The_UnSilent_: Dear Conservatives

You elected a demagogue, because you’re afraid. Afraid of gay people, afraid of black &amp; brown people…"	the_unsilent_ dear conservativesyou elect a demagogue because youre afraid afraid of gay people afraid of black amp brown people	-0.12499999999999999	0.7694444444444445
184	184	184	184	184	184	184	184	184	184	Tue Apr 10 20:03:01 +0000 2018	0	0	"RT @The_UnSilent_: Dear Conservatives

You elected a demagogue, because you’re afraid. Afraid of gay people, afraid of black &amp; brown people…"	the_unsilent_ dear conservativesyou elect a demagogue because youre afraid afraid of gay people afraid of black amp brown people	-0.12499999999999999	0.7694444444444445
185	185	185	185	185	185	185	185	185	185	Tue Apr 10 20:03:01 +0000 2018	0	0	RT @Partisangirl: White Helmets Carrying Guns and hanging out with AlQaeda. This is whose word @realDonaldTrump used to bomb #Syria. #Syria…	partisangirl white helmets carrying guns and hang out with alqaeda this be whose word realdonaldtrump use to bomb syria syria	0.0	0.0
186	186	186	186	186	186	186	186	186	186	Tue Apr 10 20:03:02 +0000 2018	0	0	"RT @The_UnSilent_: Dear Conservatives

You elected a demagogue, because you’re afraid. Afraid of gay people, afraid of black &amp; brown people…"	the_unsilent_ dear conservativesyou elect a demagogue because youre afraid afraid of gay people afraid of black amp brown people	-0.12499999999999999	0.7694444444444445
187	187	187	187	187	187	187	187	187	187	Tue Apr 10 20:03:02 +0000 2018	0	0	Back off Trudeau, respect Indigenous rights and BC's no to Kinder Morgan https://t.co/toNXZypx5C	back off trudeau respect indigenous right and bcs no to kinder morgan	0.14285714285714285	0.26785714285714285
188	188	188	188	188	188	188	188	188	188	Tue Apr 10 20:03:02 +0000 2018	0	0	RT @wvufanagent99: Shoot Straight Gun Shop is sponsoring bus rides to the National Stand For Your Rights Event being held in Tallahassee th…	wvufanagent99 shoot straight gun shop be sponsor bus rid to the national stand for your rights event be hold in tallahassee th	0.2	0.4
189	189	189	189	189	189	189	189	189	189	Tue Apr 10 20:03:03 +0000 2018	0	0	RT @amnestypress: BREAKING: #Sudan's Omar al-Bashir reportedly announces immediate release of all political prisoners. Welcome if true! Man…	amnestypress breaking sudans omar albashir reportedly announce immediate release of all political prisoners welcome if true man	0.3833333333333333	0.5499999999999999
190	190	190	190	190	190	190	190	190	190	Tue Apr 10 20:03:02 +0000 2018	0	0	"""'20s and '30s it was the role of government. '50s and '60s it was civil rights. The next two decades are going to… https://t.co/sjAaKhStji"	20s and 30s it be the role of government 50s and 60s it be civil right the next two decades be go to	0.14285714285714285	0.26785714285714285
191	191	191	191	191	191	191	191	191	191	Tue Apr 10 20:03:03 +0000 2018	0	0	@karenhunter @MuslimIQ The @karenhunter Show welcomes @MuslimIQ Attorney l Islamic Educator l Human Rights Activist… https://t.co/BgE5Xm1aku	karenhunter muslimiq the karenhunter show welcome muslimiq attorney l islamic educator l human rights activist	0.4	0.5
192	192	192	192	192	192	192	192	192	192	Tue Apr 10 20:03:03 +0000 2018	0	0	@ABC Awesome! Women’s rights 🇺🇸	abc awesome womens right	0.6428571428571428	0.7678571428571428
193	193	193	193	193	193	193	193	193	193	Tue Apr 10 20:03:03 +0000 2018	0	0	"Zuckerberg says ""everyone in the world deserves good privacy protection"" yet @facebook does otherwise. This reminds… https://t.co/MflTE4LwHR"	zuckerberg say everyone in the world deserve good privacy protection yet facebook do otherwise this remind	0.7	0.6000000000000001
194	194	194	194	194	194	194	194	194	194	Tue Apr 10 20:03:03 +0000 2018	0	0	Colt Python CO2 Revolver, Chrome: 6rds, Single-Action &amp; Double-Action Colt Python CO2 Revolver Chrome https://t.co/lChKbciRxA	colt python co2 revolver chrome 6rds singleaction amp doubleaction colt python co2 revolver chrome	0.0	0.0
195	195	195	195	195	195	195	195	195	195	Tue Apr 10 20:03:03 +0000 2018	0	0	RT @TomSteyer: If the tipping point isn't Trump's opposition to the free press, his mounting human rights violations, his ongoing efforts t…	tomsteyer if the tip point isnt trumps opposition to the free press his mount human right violations his ongoing efforts t	0.22857142857142856	0.4785714285714286
196	196	196	196	196	196	196	196	196	196	Tue Apr 10 20:03:04 +0000 2018	0	0	"RT @ChangeTheRef: ""Joaquin was not only my son but also my best friend. He was a very loud kid so he is demanding me to show what he is dem…"	changetheref joaquin be not only my son but also my best friend he be a very loud kid so he be demand me to show what he be dem	0.37666666666666665	0.7666666666666666
197	197	197	197	197	197	197	197	197	197	Tue Apr 10 20:03:04 +0000 2018	0	0	@sdixon3171 @cnni How about the democrats (not Dixiecrats) who voted against the civil rights act?	sdixon3171 cnni how about the democrats not dixiecrats who vote against the civil right act	0.2857142857142857	0.5357142857142857
198	198	198	198	198	198	198	198	198	198	Tue Apr 10 20:03:04 +0000 2018	0	0	@BlkMamasMatter A12: We're committed to advocating for Black mamas + against racial disparities in health, and work… https://t.co/KBi7AaBF8T	blkmamasmatter a12 were commit to advocate for black mamas against racial disparities in health and work	-0.16666666666666666	0.43333333333333335
199	199	199	199	199	199	199	199	199	199	Tue Apr 10 20:03:04 +0000 2018	0	0	We need take up arms to defend our rights https://t.co/PSLg80n332	we need take up arm to defend our right	0.2857142857142857	0.5357142857142857
200	200	200	200	200	200	200	200	200	200	Tue Apr 10 20:03:04 +0000 2018	0	0	"RT @The_UnSilent_: Dear Conservatives

You elected a demagogue, because you’re afraid. Afraid of gay people, afraid of black &amp; brown people…"	the_unsilent_ dear conservativesyou elect a demagogue because youre afraid afraid of gay people afraid of black amp brown people	-0.12499999999999999	0.7694444444444445
201	201	201	201	201	201	201	201	201	201	Tue Apr 10 20:03:04 +0000 2018	0	0	RT @UccaUg: Happening Now. Bringing together various stakeholders from the eastern and Southern Africa region to interrogate the current la…	uccaug happening now bringing together various stakeholders from the eastern and southern africa region to interrogate the current la	0.0	0.3
202	202	202	202	202	202	202	202	202	202	Tue Apr 10 20:03:04 +0000 2018	0	0	RT @EL4JC: Britain is now the second biggest arms dealer in the world. Two-thirds of UK weapons have been sold to Middle Eastern countries…	el4jc britain be now the second biggest arm dealer in the world twothirds of uk weapons have be sell to middle eastern countries	0.0	0.0
203	203	203	203	203	203	203	203	203	203	Tue Apr 10 20:03:04 +0000 2018	0	0	RT @deray: And the Mayor still doesn't seem to think that additional oversight of this police department is necessary. I feel like we're al…	deray and the mayor still doesnt seem to think that additional oversight of this police department be necessary i feel like be al	0.0	1.0
204	204	204	204	204	204	204	204	204	204	Tue Apr 10 20:03:04 +0000 2018	0	0	RT @Rachel5742: @business @SteveLawrence_ He's furious? Millions of us become angrier by the day &amp; determined to bring down those politicia…	rachel5742 business stevelawrence_ hes furious millions of us become angrier by the day amp determine to bring down those politicia	-0.15555555555555559	0.2888888888888889
205	205	205	205	205	205	205	205	205	205	Tue Apr 10 20:03:05 +0000 2018	0	0	RT @mike_Zollo: So Hillary Clinton lied to the FBI, deleted 33K emails after receiving a subpoena, Eric Holder was held in contempt by cong…	mike_zollo so hillary clinton lie to the fbi delete 33k email after receive a subpoena eric holder be hold in contempt by cong	0.0	0.0
206	206	206	206	206	206	206	206	206	206	Tue Apr 10 20:03:05 +0000 2018	0	0	RT @nvrggivup: Trump winning again ... Beijing blinks? Xi promises lower auto tariffs, respect for intellectual property rights https://t.c…	nvrggivup trump win again beijing blink xi promise lower auto tariff respect for intellectual property right	0.4619047619047619	0.44523809523809527
207	207	207	207	207	207	207	207	207	207	Tue Apr 10 20:03:05 +0000 2018	0	0	RT @FMFSouthAfrica: 19/19 The World Bank and the International Monetary Fund should deny South Africa all future loans unless it maintains…	fmfsouthafrica 1919 the world bank and the international monetary fund should deny south africa all future loan unless it maintain	0.0	0.0625
208	208	208	208	208	208	208	208	208	208	Tue Apr 10 20:03:06 +0000 2018	0	0	RT @vusumuzikhoza: As EFF we are on record at Moerane Commission: probing killing of politicians, that these murders are as a result of ANC…	vusumuzikhoza as eff we be on record at moerane commission probe kill of politicians that these murder be as a result of anc	0.0	0.0
209	209	209	209	209	209	209	209	209	209	Tue Apr 10 20:03:06 +0000 2018	0	0	"RT @IvanTrumpovic1: The people in blue want a revolution 
The people in red have 95% of the guns. They will need more than luck with the re…"	ivantrumpovic1 the people in blue want a revolution the people in red have 95 of the gun they will need more than luck with the re	0.16666666666666666	0.19999999999999998
210	210	210	210	210	210	210	210	210	210	Tue Apr 10 20:03:06 +0000 2018	0	0	"RT @GlomarNeverDies: The
*Hellfire missile strike on wedding*
Use
*AC-130 strike on school*
Of
*Tomahawk strike on water treatment plant*
C…"	glomarneverdies thehellfire missile strike on weddinguseac130 strike on schooloftomahawk strike on water treatment plantc	0.0	0.0
211	211	211	211	211	211	211	211	211	211	Tue Apr 10 20:03:06 +0000 2018	0	0	#TuesdayThoughts about #GunControl: https://t.co/LlZ9mlZlUG	tuesdaythoughts about guncontrol	0.0	0.0
212	212	212	212	212	212	212	212	212	212	Tue Apr 10 20:03:06 +0000 2018	0	0	New Regency Lands Rights to Stephen Giles New Book ‘The Boy at the Keyhole’ (EXCLUSIVE) https://t.co/CxscU990Ew https://t.co/Kvk5rhowZ5	new regency lands rights to stephen giles new book the boy at the keyhole exclusive	0.13636363636363635	0.45454545454545453
213	213	213	213	213	213	213	213	213	213	Tue Apr 10 20:03:06 +0000 2018	0	0	"RT @LilaGraceRose: As outrageous as it seems, @womensmarch support of sex trafficking website #Backpage shouldn’t surprise us. 

Planned Pa…"	lilagracerose as outrageous as it seem womensmarch support of sex traffic website backpage shouldnt surprise us planned pa	-1.0	1.0
214	214	214	214	214	214	214	214	214	214	Tue Apr 10 20:03:07 +0000 2018	0	0	RT @OpinionatedEuro: What I love about Christ is that he taught us not to hate. This is why I think that every ideology which tries to divi…	opinionatedeuro what i love about christ be that he teach us not to hate this be why i think that every ideology which try to divi	-0.15000000000000002	0.75
215	215	215	215	215	215	215	215	215	215	Tue Apr 10 20:03:07 +0000 2018	0	0	ur cut off, tony laryngitis https://t.co/S27xwyQBAq	ur cut off tony laryngitis	0.0	0.0
216	216	216	216	216	216	216	216	216	216	Tue Apr 10 20:03:07 +0000 2018	0	0	Yes...read the concerns of  Doudna and Esvelt as Inventors of Crispr Gene Drive technology and role of DARPA and US… https://t.co/ghM7w3ubQN	yesread the concern of doudna and esvelt as inventors of crispr gene drive technology and role of darpa and us	0.0	0.0
217	217	217	217	217	217	217	217	217	217	Tue Apr 10 20:03:07 +0000 2018	0	0	"Senate Dems introduce 'privacy bill of rights' - CNET
https://t.co/eq95Gh96i6"	senate dems introduce privacy bill of right cnet	0.2857142857142857	0.5357142857142857
218	218	218	218	218	218	218	218	218	218	Tue Apr 10 20:03:07 +0000 2018	0	0	RT @hrwfilmfestival: #NYC Catch filmmaker Aida Begic at the @BHFFNYC next Fri 4/13 at the SVA Theater. Filmmaker Begić will discuss her fil…	hrwfilmfestival nyc catch filmmaker aida begic at the bhffnyc next fri 413 at the sva theater filmmaker begić will discuss her fil	0.0	0.0
219	219	219	219	219	219	219	219	219	219	Tue Apr 10 20:03:07 +0000 2018	0	0	RT @GoDiegitoGo: If your girlfriend talks to you about her feelings and things she wants to work on and you think that’s her “complaining”,…	godiegitogo if your girlfriend talk to you about her feel and things she want to work on and you think thats her complain	0.0	0.0
220	220	220	220	220	220	220	220	220	220	Tue Apr 10 20:03:08 +0000 2018	0	0	"Why does the media shove this march for our lives crap in our face?? It's always, ""hundreds of thousands"" march acr… https://t.co/C4vvdjZJc2"	why do the media shove this march for our live crap in our face its always hundreds of thousands march acr	-0.33181818181818185	0.65
221	221	221	221	221	221	221	221	221	221	Tue Apr 10 20:03:08 +0000 2018	0	0	@polishprincessh @MAGANinaJo Where is congress, what a bunch of losers &amp; why is this witch hunt not shut down. This… https://t.co/42zutTC22D	polishprincessh maganinajo where be congress what a bunch of losers amp why be this witch hunt not shut down this	-0.1777777777777778	0.24444444444444446
222	222	222	222	222	222	222	222	222	222	Tue Apr 10 20:03:08 +0000 2018	0	0	RT @GaryLineker: Controversial, no doubt, but never understood the drug laws. Just get on with decriminalisation. Prohibition doesn’t work,…	garylineker controversial no doubt but never understand the drug laws just get on with decriminalisation prohibition doesnt work	0.55	0.95
223	223	223	223	223	223	223	223	223	223	Tue Apr 10 20:03:08 +0000 2018	0	0	"RT @LilaGraceRose: As outrageous as it seems, @womensmarch support of sex trafficking website #Backpage shouldn’t surprise us. 

Planned Pa…"	lilagracerose as outrageous as it seem womensmarch support of sex traffic website backpage shouldnt surprise us planned pa	-1.0	1.0
224	224	224	224	224	224	224	224	224	224	Tue Apr 10 20:03:09 +0000 2018	0	0	RT @JasonMahr3: @DevinNunes So the people who can’t decide which bathroom they identify with want to go to war with the people who own 85%…	jasonmahr3 devinnunes so the people who cant decide which bathroom they identify with want to go to war with the people who own 85	0.6	1.0
225	225	225	225	225	225	225	225	225	225	Tue Apr 10 20:03:09 +0000 2018	0	0	RT @ajplus: 25 young people, aged 7 to 26, sued Colombia’s government for failing to protect the Amazon rainforest from rising deforestatio…	ajplus 25 young people age 7 to 26 sue colombias government for fail to protect the amazon rainforest from rise deforestatio	-0.2	0.35
226	226	226	226	226	226	226	226	226	226	Tue Apr 10 20:03:09 +0000 2018	0	0	RT @JonnyGabriel: Big Nev turns 60 later this year, he's openly trying to be educated in a fast changing world completely different to the…	jonnygabriel big nev turn 60 later this year hes openly try to be educate in a fast change world completely different to the	0.04	0.36
227	227	227	227	227	227	227	227	227	227	Tue Apr 10 20:03:09 +0000 2018	0	0	Liverpool came out in the 2nd half all guns blazing, and deservedly they get the all important away goal,  let's no… https://t.co/TnVj1TLhhr	liverpool come out in the 2nd half all gun blaze and deservedly they get the all important away goal let no	0.07777777777777779	0.3888888888888889
228	228	228	228	228	228	228	228	228	228	Tue Apr 10 20:03:09 +0000 2018	0	0	@VolunBEERfan @RobertoRaymon @Hopefull10 @BPGauseGrlMajic @forevaagirl @prettysingqueen @PrincessDymin… https://t.co/t0sXfV6ndB	volunbeerfan robertoraymon hopefull10 bpgausegrlmajic forevaagirl prettysingqueen princessdymin	0.0	0.0
229	229	229	229	229	229	229	229	229	229	Tue Apr 10 20:03:10 +0000 2018	0	0	"RT @SiddonsDan3: Freedom’s Voice: Host @DebbieAAldrich 
“As a proud mother of two, I am a strong believer in the rights to life. We MUST fi…"	siddonsdan3 freedoms voice host debbieaaldrich as a proud mother of two i be a strong believer in the right to life we must fi	0.5063492063492063	0.7563492063492063
230	230	230	230	230	230	230	230	230	230	Tue Apr 10 20:03:10 +0000 2018	0	0	RT @Ojdadana: Facts related to Smolensk crash victims identification process presented in EU Parliament by a victim's daughter (Marta Kocha…	ojdadana facts relate to smolensk crash victims identification process present in eu parliament by a victims daughter marta kocha	0.0	0.0
231	231	231	231	231	231	231	231	231	231	Tue Apr 10 20:03:10 +0000 2018	0	0	"RT @NicoKrisch: The UN Human Rights Committee has asked Spain to ""take all necessary measures"" for @jordialapreso to exercise his political…"	nicokrisch the un human rights committee have ask spain to take all necessary measure for jordialapreso to exercise his political	0.0	0.4000000000000001
232	232	232	232	232	232	232	232	232	232	Tue Apr 10 20:03:10 +0000 2018	0	0	"RT @The_UnSilent_: Dear Conservatives

You elected a demagogue, because you’re afraid. Afraid of gay people, afraid of black &amp; brown people…"	the_unsilent_ dear conservativesyou elect a demagogue because youre afraid afraid of gay people afraid of black amp brown people	-0.12499999999999999	0.7694444444444445
233	233	233	233	233	233	233	233	233	233	Tue Apr 10 20:03:10 +0000 2018	0	0	New Jersey Governor Signs 'Name And Shame' Order On Gun Data - 80% of guns involved in crime in NJ come from out of… https://t.co/mIouNn1Wqf	new jersey governor signs name and shame order on gun data 80 of gun involve in crime in nj come from out of	0.13636363636363635	0.45454545454545453
234	234	234	234	234	234	234	234	234	234	Tue Apr 10 20:03:10 +0000 2018	0	0	RT @UniteThePoor: Our democracy is under attack...these attacks strip us all of constitutional protections. We demand the immediate and ful…	unitethepoor our democracy be under attackthese attack strip us all of constitutional protections we demand the immediate and ful	0.0	0.0
235	235	235	235	235	235	235	235	235	235	Tue Apr 10 20:03:11 +0000 2018	0	0	RT @TomSteyer: If the tipping point isn't Trump's opposition to the free press, his mounting human rights violations, his ongoing efforts t…	tomsteyer if the tip point isnt trumps opposition to the free press his mount human right violations his ongoing efforts t	0.22857142857142856	0.4785714285714286
236	236	236	236	236	236	236	236	236	236	Tue Apr 10 20:03:11 +0000 2018	0	0	RT @TomSteyer: If the tipping point isn't Trump's opposition to the free press, his mounting human rights violations, his ongoing efforts t…	tomsteyer if the tip point isnt trumps opposition to the free press his mount human right violations his ongoing efforts t	0.22857142857142856	0.4785714285714286
237	237	237	237	237	237	237	237	237	237	Tue Apr 10 20:03:11 +0000 2018	0	0	Guns N' Roses - Patience https://t.co/s64o287I2W via @YouTube	guns n roses patience via youtube	0.0	0.0
238	238	238	238	238	238	238	238	238	238	Tue Apr 10 20:03:11 +0000 2018	0	0	@RogerHe84476304 @RealCandaceO @davidhogg111 Sorry to be blunt, but I don’t trust you. Ask yourself how many gun de… https://t.co/E29UPYJc2g	rogerhe84476304 realcandaceo davidhogg111 sorry to be blunt but i dont trust you ask yourself how many gun de	0.0	0.75
239	239	239	239	239	239	239	239	239	239	Tue Apr 10 20:03:12 +0000 2018	0	0	"RT @The_UnSilent_: Dear Conservatives

You elected a demagogue, because you’re afraid. Afraid of gay people, afraid of black &amp; brown people…"	the_unsilent_ dear conservativesyou elect a demagogue because youre afraid afraid of gay people afraid of black amp brown people	-0.12499999999999999	0.7694444444444445
240	240	240	240	240	240	240	240	240	240	Tue Apr 10 20:03:12 +0000 2018	0	0	RT @IsmailRoyer: Women's March is outraged over the shutdown of the #Backpage prostitution website. How can any Muslim woman continue to su…	ismailroyer womens march be outrage over the shutdown of the backpage prostitution website how can any muslim woman continue to su	0.0	0.0
241	241	241	241	241	241	241	241	241	241	Tue Apr 10 20:03:12 +0000 2018	0	0	"RT @fightfortheftr: If Mark Zuckerberg is truly committed to ""getting it right,"" Facebook should take the steps outlined by tech and human…"	fightfortheftr if mark zuckerberg be truly commit to get it right facebook should take the step outline by tech and human	0.14285714285714285	0.31785714285714284
242	242	242	242	242	242	242	242	242	242	Tue Apr 10 20:03:12 +0000 2018	0	0	RT @chadfelixg: LGBT: Mississippi is the most anti-LGBT state in the country!! A lesbian mom had to fight to get parental rights for her ow…	chadfelixg lgbt mississippi be the most antilgbt state in the country a lesbian mom have to fight to get parental right for her ow	0.39285714285714285	0.5178571428571428
243	243	243	243	243	243	243	243	243	243	Tue Apr 10 20:03:12 +0000 2018	0	0	Repost from hoorie_dawah_sister using repostregramapp - Part 2 🙏 rights of women in islam #islam… https://t.co/vAq6UWv2mm	repost from hoorie_dawah_sister use repostregramapp part 2 right of women in islam islam	0.2857142857142857	0.5357142857142857
244	244	244	244	244	244	244	244	244	244	Tue Apr 10 20:03:12 +0000 2018	0	0	This is misleading. The teen broke into a house with another friend and when the cops arrived they started shooting… https://t.co/NhxImDY5s1	this be mislead the teen break into a house with another friend and when the cop arrive they start shoot	0.0	0.0
245	245	245	245	245	245	245	245	245	245	Tue Apr 10 20:03:13 +0000 2018	0	0	RT @TomSteyer: If the tipping point isn't Trump's opposition to the free press, his mounting human rights violations, his ongoing efforts t…	tomsteyer if the tip point isnt trumps opposition to the free press his mount human right violations his ongoing efforts t	0.22857142857142856	0.4785714285714286
246	246	246	246	246	246	246	246	246	246	Tue Apr 10 20:03:13 +0000 2018	0	0	RT @LaTardeNTN24: 📺 Ricardo Montaner hablará en @LaTardeNTN24 sobre la campaña de solidaridad por Venezuela que realizará con Human Rights…	latardentn24 ricardo montaner hablará en latardentn24 sobre la campaña de solidaridad por venezuela que realizará con human rights	0.0	0.1
247	247	247	247	247	247	247	247	247	247	Tue Apr 10 20:03:13 +0000 2018	0	0	RT @David_Hogg16: If you are a proud Conservative, PRO2A, please RT. https://t.co/Q4UpuAWe4x	david_hogg16 if you be a proud conservative pro2a please rt	0.8	1.0
248	248	248	248	248	248	248	248	248	248	Tue Apr 10 20:03:14 +0000 2018	0	0	RT @PolitiFact: .@RichCordray's record in support of gun rights has been a hot topic in the #OHGov primary. Kucinich said Cordray helped a…	politifact richcordrays record in support of gun right have be a hot topic in the ohgov primary kucinich say cordray help a	0.3119047619047619	0.6285714285714286
249	249	249	249	249	249	249	249	249	249	Tue Apr 10 20:03:14 +0000 2018	0	0	RT @Demoore90210: So Buhari just brazenly eliminated &amp; concealed Nnamdi Kanu, his parents, some IPOB members then kept face straight like n…	demoore90210 so buhari just brazenly eliminate amp conceal nnamdi kanu his parent some ipob members then keep face straight like n	0.2	0.4
